Index,Title,Genre,Tags,Languages,Type,Hidden Gem Score,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
14191,Nanny McPhee Returns,"Comedy, Family, Fantasy, War","Family Comedies,Family Sci-Fi & Fantasy,British Films,Children & Family Films,Films for ages 8 to 10,Films for ages 11 to 12,Comedies,Movies Based on Books,Family Features,British Comedies",English,Movie,3.1,0,Susanna White,"Christianna Brand, Emma Thompson","Oscar Steer, Lil Woods, Asa Butterfield, Maggie Gyllenhaal",PG,6.1,75,52,1,2,"29,011,215.00",8/20/2010,4/14/2015,Working Title Films,https://www.netflix.com/watch/70126488,https://www.imdb.com/title/tt1415283,"When Nanny McPhee arrives at the Green farm, she uses magic and discipline to help frazzled Mrs. Green run things while her husband fights in the war.",28668,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf7OyGxOmhkIIdW4kXUUZCxhZZ9IJlvuDN1uhjX7h_0PHw8cpNgR5k7OlXq4PwWc3GsnidGP2fRgdC60fDtK0g4L2A.jpg?r=fc5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDUxNDU4OF5BMl5BanBnXkFtZTcwNDk1NjM1Mw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=hicMZpkl9-w,YouTube
14192,Tucker and Dale vs. Evil,"Comedy, Horror","Horror Films,Spoofs & Satires,Comedies,Dark Comedies,Gory Horror Movies,Canadian Movies,Horror Comedies",English,Movie,3.8,0,Eli Craig,"Morgan Jurgenson, Eli Craig","Katrina Bowden, Alan Tudyk, Jesse Moss, Tyler Labine",R,7.5,85,65,10,14,"223,838.00",12/9/2010,4/14/2015,Kintop Pictures,https://www.netflix.com/watch/70129463,https://www.imdb.com/title/tt1465522,"Expecting to relax at their vacation cabin, two backwoods boys see their trip turn into a nightmare when theyre accused of being psychotic killers.",165752,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeIVPBDpj2w4BUl6zrYX6sbiAd9hlnQTSjgC4wRD7q7KxYy3l_r7l1XSaPJB3TAUrzT3HSrZSLj_71fyBq2zEjCv-Q.jpg?r=249,https://images-na.ssl-images-amazon.com/images/M/MV5BODQ5NDQ0MjkwMF5BMl5BanBnXkFtZTcwNDg1OTU4NQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=NdNpFoWrBDQ,YouTube
14199,The Aviator,"Biography, Drama","Dramas,Award-winning Movies,Academy Award-Winning Films,Award-winning Dramas,Golden Globe Award-winning Films,Dramas based on real life,Movies Based on Real Life",English,Movie,4,3,Martin Scorsese,John Logan,"Kate Beckinsale, Leonardo DiCaprio, John C. Reilly, Cate Blanchett",PG-13,7.5,86,77,86,130,"102,610,330.00",12/25/2004,4/14/2015,"Cappa Productions, Forward Pass, Miramax Films, Initial Entertainment Group, Warner Brothers, Appian Way",https://www.netflix.com/watch/70011213,https://www.imdb.com/title/tt0338751,"Leonardo DiCaprio portrays eccentric tycoon Howard Hughes, who turned a small fortune into a massive one by building Hollywood and aviation empires.",335610,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd_xfiBuMfXBxHx9trCiSgBudtS2wSDA7Xa1nwZ0TT8zpka3YgDb8ZPMUIg-s7rOVaJDDfQk1QeZ8EH6ImAJFmg3mg.jpg?r=402,https://images-na.ssl-images-amazon.com/images/M/MV5BZTYzMjA2M2EtYmY1OC00ZWMxLThlY2YtZGI3MTQzOWM4YjE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=dkwypzOQf8o,YouTube
14200,Couples Retreat,Comedy,"Romantic Comedies,Comedies,Romantic Films,US Movies","English, Ukrainian",Movie,1.5,0,Peter Billingsley,"Dana Fox, Jon Favreau, Vince Vaughn","Jason Bateman, Jon Favreau, Vince Vaughn, Faizon Love",PG-13,5.5,10,23,1,4,"109,204,945.00",10/9/2009,4/14/2015,Wild West Picture Show,https://www.netflix.com/watch/70113669,https://www.imdb.com/title/tt1078940,"Desperate to save their marriage, a couple convinces three other couples to go in on a group rate price for a retreat designed for troubled unions.",101915,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZiWvEMeto1Q_c6I-SQjqa4nOl4X9SIKNvIME7oROJ968JljuolnHITC4LCIHejQQlpGJB4ksmVSEvlMwz6ggzX99A.jpg?r=efe,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMjI1Nzc0M15BMl5BanBnXkFtZTcwMTc0Mzg2Mg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=X4j_NTFos9c,YouTube
14201,Austin Powers: International Man of Mystery,"Adventure, Comedy","Comedies,Spoofs & Satires",English,Movie,3.2,0,Jay Roach,Mike Myers,"Elizabeth Hurley, Mike Myers, Mimi Rogers, Michael York",PG-13,7,71,51,3,8,"53,883,989.00",5/2/1997,4/14/2015,"Moving Pictures, New Line Cinema, Eric&#39;s Boy, Capella International",https://www.netflix.com/watch/1153656,https://www.imdb.com/title/tt0118655,"A swingin fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil.",221785,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb9JDH3ic7kgLJG0i5Gl_6CzyYs5qA8bO4TjtU7WU4CEdK80WbzgW6_Vum8YrccAAO02W9AM38WCxgv4uJmfKwNuag.jpg?r=7a1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTRhZTY0MDItY2I1Yi00MGE3LTk1ZDEtMjA0ZGZhNDQyNGU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,https://www.youtube.com/watch?v=JCSMpRHcNuM,YouTube
14202,Avengers Assemble,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Action,Action Thrillers,Adventures,Sci-Fi Thrillers,Disney Films,Action Sci-Fi & Fantasy,Action & Adventure,Comic Book and Superhero Films,Sci-Fi Adventure","English, Russian, Hindi",Movie,4,3,Joss Whedon,"Zak Penn, Joss Whedon","Mark Ruffalo, Robert Downey Jr., Chris Evans, Chris Hemsworth",PG-13,8,91,69,38,80,"623,357,910.00",5/4/2012,4/14/2015,Marvel Studios,https://www.netflix.com/watch/70217913,https://www.imdb.com/title/tt0848228,"An all-star lineup of superheroes -- including Iron Man, the Incredible Hulk and Captain America -- team up to save the world from certain doom.",1263208,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc8ItNqBI8t5DqhhNGqzlSuyqUhktGEuKRa8CG3gu3uqQ6mLPK1I9tJM0HPwo3nB-S1CACOfBcvnl2tKbi_dVGRu_A.jpg?r=8d1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NTI1MTU4N15BMl5BanBnXkFtZTcwODg0OTY0Nw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=eOrNdBpGMv8,YouTube
14205,Saw VI,"Horror, Mystery, Thriller","Horror Films,Slasher and Serial Killer Films",English,Movie,2.1,0,Kevin Greutert,"Marcus Dunstan, Patrick Melton","Mark Rolston, Tobin Bell, Betsy Russell, Costas Mandylor",R,6,39,30,,2,"27,693,292.00",10/23/2009,4/14/2015,Twisted Pictures,https://www.netflix.com/watch/70119356,https://www.imdb.com/title/tt1233227,"Agent Strahm is long gone, and Detective Hoffman is now the heir to Jigsaws terrifying legacy. Meanwhile, FBI Agent Erickson is hot on his trail.",102245,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABayKOvIX8uIeP2JMz1WKhSNhXEDG3wwIdzz3J7hyOeMb2Z0dEtK_gA3nyv9iwKRVHcyT_kl7agsueWQKS0LRoiG6Uw.jpg?r=734,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MzkzNTYyMl5BMl5BanBnXkFtZTcwOTg4MjE5Ng@@._V1_SX300.jpg,https://www.youtube.com/watch?v=XKxcf50t1xE,YouTube
14207,V for Vendetta,"Action, Drama, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action,Action Thrillers,Sci-Fi Thrillers,Action & Adventure,Sci-Fi Dramas,Social Issue Dramas,Dramas,Political Dramas,Visually-striking Sci-Fi & Fantasy,Futuristic Sci-Fi,Sci-Fi,US Movies",English,Movie,3.6,3,James McTeigue,"Lilly Wachowski, Lana Wachowski, David Lloyd","Stephen Rea, Hugo Weaving, Natalie Portman, Stephen Fry",R,8.2,73,62,7,29,"70,511,035.00",3/17/2006,4/14/2015,"Virtual Studios, Warner Bros., Anarchos Productions Inc., Silver Pictures",https://www.netflix.com/watch/70039175,https://www.imdb.com/title/tt0434409,A masked freedom fighter known as V takes up arms against a totalitarian government and finds an unlikely ally in a young woman.,1036181,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeCkCS-H51Z7VbBc50w2LMofG38UR_0FA48EiOUXj_aNQZ8Fmdkfc9k59s1bPye1A4wkf48e5gRvhL063So7GKv0sQ.jpg?r=ee8,https://images-na.ssl-images-amazon.com/images/M/MV5BYzllMjJkODAtYjMwMi00YmNhLWFhYzAtZjZjODg5YzEwOGUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,https://www.youtube.com/watch?v=ZR5xUl2Suew,YouTube
14208,Scary Movie 4,"Comedy, Horror","Spoofs & Satires,Comedies","English, Japanese",Movie,2.1,0,David Zucker,"Pat Proft, Buddy Johnson, Jim Abrahams, Jason Friedberg, Craig Mazin, Marlon Wayans, Shawn Wayans, Phil Beauman, Aaron Seltzer","Craig Bierko, Bill Pullman, Regina Hall, Anna Faris",PG-13,5.1,35,40,1,3,"90,710,620.00",4/14/2006,4/14/2015,"Dimension Films, Brad Grey Productions",https://www.netflix.com/watch/70044701,https://www.imdb.com/title/tt0362120,"The fourth installment in the franchise takes aim at another crop of Hollywood hits, including Million Dollar Baby, Saw and Brokeback Mountain.",113990,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWfqgFRhEpFENNG0a-AWzvqCPUAXZHwn3Wl4pc9wJcBESPZC75AvkrJ9N_t32Y_wHpJqK1j7XLDZOTTVobD21Spy2g.jpg?r=405,https://images-na.ssl-images-amazon.com/images/M/MV5BZmFkMzc2NTctN2U1Ni00MzE5LWJmMzMtYWQ4NjQyY2MzYmM1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,https://www.youtube.com/watch?v=h0zAlXr1UOs,YouTube
14209,Spy Kids: All the Time in the World,"Action, Adventure, Comedy, Family, Sci-Fi","Family Comedies,Family Adventures,Action Comedies,Children & Family Films,Films for ages 8 to 10,Films for ages 11 to 12,Comedies,Family Features",English,Movie,1.6,0,Robert Rodriguez,Robert Rodriguez,"Mason Cook, Jessica Alba, Joel McHale, Rowan Blanchard",PG,3.5,22,37,,6,"38,538,188.00",8/19/2011,4/14/2015,Troublemaker Studios,https://www.netflix.com/watch/70176656,https://www.imdb.com/title/tt1517489,Former Spy Kids Carmen and Juni return to help twin siblings Rebecca and Cecil Wilson save the world with their retired secret-agent stepmother.,23029,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUCRigw4kpm2xS4aq6U-xFQIYJQJocr3IoB5VmGrylRH1A49mWjilW6JQ6FIxNlpIbJfroJ1QpFQe6PgDClk4H9WHw.jpg?r=ea0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwOTk1NjQ0NV5BMl5BanBnXkFtZTcwNTk4MDI3NQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=ZkMbeM7hl40,YouTube
14212,Saw III,"Crime, Horror, Mystery, Thriller","Horror Films,Slasher and Serial Killer Films",English,Movie,2.3,0,Darren Lynn Bousman,"James Wan, Leigh Whannell","Angus Macfadyen, Shawnee Smith, Tobin Bell, Bahar Soomekh",R,6.2,28,48,1,9,"80,238,724.00",10/27/2006,4/14/2015,"Lionsgate Films, Twisted Pictures",https://www.netflix.com/watch/70045862,https://www.imdb.com/title/tt0489270,"Clinging to life, psychopathic killer Jigsaw orders his new protégé, Amanda, to kidnap a doctor in this third installment of the horror series.",179011,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV6HMIaJPmzntY1Ev7i08pRPfNLRDDJn8Q-l_HnnQgGaqHwlF1BPjM-Z4t7dRgOoUEFSUZPJxFqJXFLlmW3ehlbCmg.jpg?r=d85,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MzI5NjYxMl5BMl5BanBnXkFtZTcwOTA0NDkzMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=eZwnZqKfvzw,YouTube
14215,Beowulf,"Animation, Action, Adventure, Fantasy","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy,Action,Adventures,Action & Adventure,Adult Animation,Blockbuster Action & Adventure","English, Old English",Movie,3.2,0,Robert Zemeckis,"Anonymous, Neil Gaiman, Roger Avary","Anthony Hopkins, Robin Wright, John Bilezikjian, Paul Baker",PG-13,6.2,71,59,3,19,"82,280,579.00",11/16/2007,4/14/2015,"ImageMovers, Shangri-La Entertainment",https://www.netflix.com/watch/70272458,https://www.imdb.com/title/tt0442933,This deftly animated take on a legendary Old English epic tells the timeless tale of a  Scandinavian hero whos known for slaying dragons.,161848,https://occ-0-138-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRyza0rGCZE7SAZTfriM8jj-2mePoGE0g2QnUXvxWhgTbjpGdjvRNm617VMKbA2tlD4XeDb0ps2R2zsH-exy-ZpbVQ.jpg?r=08d,http://ia.media-imdb.com/images/M/MV5BMTUzMjM0MTc3MF5BMl5BanBnXkFtZTcwNzU0ODMyMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=DaShOr5AeKA,YouTube
14216,Terminator 2: Judgment Day,"Action, Sci-Fi","Award-winning Movies,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action,Action Thrillers,Sci-Fi Thrillers,Blockbuster Movies,Action & Adventure,Visually-striking Sci-Fi & Fantasy,Classic Movies,Classic Action & Adventure","English, Spanish",Movie,4.2,3,James Cameron,"James Cameron, William Wisher","Arnold Schwarzenegger, Robert Patrick, Linda Hamilton, Edward Furlong",R,8.5,93,75,36,33,"205,881,154.00",7/3/1991,4/14/2015,"Lightstorm Entertainment, Carolco Pictures Inc., Pacific Western",https://www.netflix.com/watch/60028202,https://www.imdb.com/title/tt0103064,A reprogrammed Terminator arrives from the future to protect young John Connor from a relentless shape-shifting cyborg in this sequel to Terminator.,996880,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdz44sWUMA37_1RhSoq3uj6kerRjVIxPfTyK1s49_3q3gEyfhESnrPzcYVD_PaqA-PbxyvP6UINtYs-L_rXH6rDEug.jpg?r=c47,https://images-na.ssl-images-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,https://www.youtube.com/watch?v=lwSysg9o7wE,YouTube
14217,Happy Feet Two,"Animation, Adventure, Comedy, Family, Musical","Family Comedies,Australian Films,Children & Family Films,Films for ages 8 to 10,Films for ages 5 to 7,Animal Tales,Comedies,Musicals,Kids&#39; Music,Music & Musicals,Family Features",English,Movie,2.6,0,"George Miller, David Peers, Gary Eck","George Miller, Paul Livingston, Gary Eck, Warren Coleman","Lombardo Boyar, Jeffrey Garcia, Johnny A. Sanchez, Carlos Alazraqui",PG,5.9,45,50,3,9,"64,006,466.00",11/18/2011,4/14/2015,Kennedy Miller Mitchell,https://www.netflix.com/watch/70140910,https://www.imdb.com/title/tt1402488,"Mumble the tap-dancing penguin returns in this sequel to the animated musical. This time, Mumbles son, Erik, is struggling to find his groove.",41900,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAVWS_rTqdDXhfyoqk6A49i2-zEg2LIfR_H03bXS9t61dUF1aooQhZxZ7ZOkPCS7hw-B2HBkO2N1Iawk-PgGQDkeD2g.jpg?r=766,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MzU2Nzg2OV5BMl5BanBnXkFtZTcwNzE3MzAxNg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=gKWNUyTGqss,YouTube
14218,Saw II,"Horror, Mystery","Horror Films,Slasher and Serial Killer Films",English,Movie,2.4,0,Darren Lynn Bousman,"Darren Lynn Bousman, Leigh Whannell","Donnie Wahlberg, Shawnee Smith, Tobin Bell, Erik Knudsen",R,6.6,36,40,4,11,"87,039,965.00",10/28/2005,4/14/2015,Twisted Pictures,https://www.netflix.com/watch/70035184,https://www.imdb.com/title/tt0432348,"When Jigsaw kidnaps eight strangers and locks them in a room, Detective Eric Matthews must find the demented killer before his bloody plan is done.",233531,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWF5ipBJPuvJ1YqgQegQMTgFAIWH79tbbzy4rr4O11BQpg3CJ_GVaxHlwd0IxopLZirsZthe8_o31RU3SwEr4HzKww.jpg?r=64a,https://images-na.ssl-images-amazon.com/images/M/MV5BOTRjMDNmNjctNjg4ZC00N2ZkLThkMzMtOWRmYTFhMzA1ZDZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,https://www.youtube.com/watch?v=foiRWtJTmo0,YouTube
14219,Crank 2: High Voltage,"Action, Crime, Thriller","Crime Films,Crime Action,Action,Action Thrillers",English,Movie,2.8,0,"Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor","Jason Statham, Dwight Yoakam, Efren Ramirez, Amy Smart",R,6.2,64,41,1,2,"13,684,249.00",4/17/2009,4/14/2015,"Lionsgate Films, Lakeshore Entertainment",https://www.netflix.com/watch/70102780,https://www.imdb.com/title/tt1121931,A tough assassin must continually jolt a mechanical ticker in his chest as he scours Los Angeles for the mobster who has literally stolen his heart.,140837,https://occ-0-2042-1007.1.nflxso.net/art/a97d0/3a09b97ef2429b14874cd94b4b14b0616daa97d0.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNTU1ODkxNl5BMl5BanBnXkFtZTcwMDgyODEzMg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=nITjl3wI1QU,YouTube
14220,"Lock, Stock and Two Smoking Barrels","Action, Comedy, Crime","Crime Films,British Films,Independent Films,Award-winning Movies,Action Comedies,Crime Action,Comedies,Action,International Movies,Action Thrillers,Crime Comedies,Dark Comedies,Action & Adventure,Crime Action & Adventure,Independent Action & Adventure,Heist Films",English,Movie,3.7,0,Guy Ritchie,Guy Ritchie,"Jason Statham, Jason Flemyng, Nick Moran, Dexter Fletcher",R,8.2,75,66,13,9,"3,753,929.00",8/28/1998,4/14/2015,"SKA Films, Steve Tisch Company",https://www.netflix.com/watch/16944044,https://www.imdb.com/title/tt0120735,"Hoping to make a bundle in a high-stakes poker game, four shiftless lads from Londons East End instead find themselves swimming in debt.",536498,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXZYKTaHgOiaoU4pNpgVPRxHCvyiq4Cxr0eAIxINFh950rBzyHwrij3WnlNonFp3_5q0-Q0Dw5cOpc-QNuBuLfbc1Q.jpg?r=57d,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=h6hZkvrFIj0,YouTube
14222,21 Jump Street,"Action, Comedy, Crime","Crime Films,Spoofs & Satires,Action Comedies,Blockbuster Movies,Comedies,Crime Comedies,Action & Adventure,Crime Action & Adventure,Late Night Comedies",English,Movie,3.8,0,"Christopher Miller, Phil Lord","Michael Bacall, Patrick Hasburgh, Jonah Hill, Stephen J. Cannell","Brie Larson, Dave Franco, Channing Tatum, Jonah Hill",R,7.2,84,69,11,21,"138,447,667.00",3/16/2012,4/14/2015,"Original Film, SJC Studios",https://www.netflix.com/watch/70208247,https://www.imdb.com/title/tt1232829,"When two rookie cops go undercover to probe a drug ring at their former high school, theyre forced to face unresolved issues from their teen years.",511995,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYQTUiLT-vm0YCLdImmtThR5IARbbBu0QtLX-xkfcQDYGK_51RN9WBRQTnqHwmeC6LiH1RXDEh20hSIO2RPThOlVtg.jpg?r=2cd,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NzQ3OTg3NF5BMl5BanBnXkFtZTcwMjk5OTcxNw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=RLoKtb4c4W0,YouTube
14223,28 Weeks Later,"Action, Horror, Sci-Fi","Horror Films,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,International Movies,British Films,Gory Horror Films,Action & Adventure",English,Movie,3.6,0,Juan Carlos Fresnadillo,"Juan Carlos Fresnadillo, Rowan Joffe, Enrique López Lavigne, Jesús Olmo","Jeremy Renner, Harold Perrineau, Rose Byrne, Robert Carlyle",R,7,71,78,3,16,"28,638,916.00",5/11/2007,4/14/2015,"Sogecine, DNA Films, Fox Atomic, Figment Films, Koan Films",https://www.netflix.com/watch/70058018,https://www.imdb.com/title/tt0463854,"Convinced that danger has come and gone, a group of Americans travel to the decimated British isles and learn that the scourge continues to live.",258732,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXTyKw8BDBXzoMgXXrNuk2O5s2VM4Qb6LzYbWbB8OQmnF-XqLdZ3fZ_QUpBaQPsS5NBZUXg1-VKtHjdDDjoywLiPYQ.jpg?r=ab1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=WBQnM3m4SFY,YouTube
14225,Apollo 18,"Horror, Mystery, Sci-Fi, Thriller","Horror Films,Thrillers,Sci-Fi & Fantasy,Sci-Fi Thrillers,Sci-Fi,Sci-Fi Horror Movies,Alien Sci-Fi",English,Movie,1.7,0,Gonzalo López-Gallego,Brian Miller,"Warren Christie, Michael Kopsa, Ryan Robbins, Lloyd Owen",PG-13,5.2,23,24,1,2,"17,687,709.00",9/2/2011,4/14/2015,Dimension Films,https://www.netflix.com/watch/70176655,https://www.imdb.com/title/tt1772240,"This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasnt NASAs last manned mission to the moon.",53947,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRiR-dmKVVVQLBbvsfUPTSYEnrIiNq13sDVil-YFuYImT-DIzL2cLW-XEydv5WVricTXHfg24e9Wtos-5JilSpR9mg.jpg?r=0ff,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MTk3OTk3OV5BMl5BanBnXkFtZTcwMzg4MzgxNg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=4RGhKzUUaME,YouTube
14227,17 Again,"Comedy, Drama, Fantasy, Romance, Sport","Sci-Fi & Fantasy,Fantasy,Comedies,Teen Films,US Movies,Youth Drama",English,Movie,2.8,0,Burr Steers,Jason Filardi,"Thomas Lennon, Zac Efron, Leslie Mann, Matthew Perry",PG-13,6.4,56,48,3,5,"64,167,069.00",4/17/2009,4/14/2015,Offspring Entertainment,https://www.netflix.com/watch/70107406,https://www.imdb.com/title/tt0974661,"Nearing a midlife crisis, thirty-something Mike wishes for a do-over -- and thats exactly what he gets when he wakes up to find hes 17 again.",181857,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeN2_KkkQ-7AxhN-MvKXkYoXPqH0k9eAPt0lMHnekZOXU9vtgPMITk9T7sArll4j7JVk13zy3fj09Ir3trq89UGAZw.jpg?r=5f8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NTI1Mzg3N15BMl5BanBnXkFtZTcwMjYwNjAzMg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=2wn6pAIRjjY,YouTube
14228,Tai Chi Zero,"Action, Adventure, Drama","Action,International Movies,Action Comedies,Asian Movies,Comedies,Martial Arts Films,Action & Adventure,Chinese Movies","Mandarin, English",Movie,5.5,0,Stephen Fung,"Hsiao-tse Cheng, Kuo-Fu Chen, Chia-Lu Chang","Hark-On Fung, Eddie Peng, Xiaochao Yuan, Stephen Fung",PG-13,6.1,60,52,,8,"212,094.00",9/27/2012,4/14/2015,Huayi Brothers &amp; Taihe Film Investment,https://www.netflix.com/watch/70242525,https://www.imdb.com/title/tt1981080,This fantasy epic narrates the furious conflict between a Tai Chi master and a marauding army of soldiers armed with powerful steam-driven machines.,4828,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbuFL1tvsa9QJlNiwLwl4qoCW1ZAQb9ViGM_j5ypIRUZGlYoOUOOGl8KWxESjsMh6x82NngCDRbL7QnNKRBxqQyxSg.jpg?r=721,https://images-na.ssl-images-amazon.com/images/M/MV5BOTk0OTEyOTczOF5BMl5BanBnXkFtZTcwMDc2MzI2OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=6_9KK3U1LhY,YouTube
14229,The Motorcycle Diaries,"Adventure, Biography, Drama","Independent Dramas,Dramas,Independent Films,Award-winning Movies,BAFTA Award-Winning Films,International Movies,Dramas based on a book,Dramas based on real life,Movies Based on Real Life,Movies Based on Books,Award-winning Dramas","Spanish, Quechua, Mapudungun",Movie,3.9,3,Walter Salles,"Alberto Granado, Ernesto 'Che' Guevara, Jose Rivera","Gael García Bernal, Mercedes Morán, Rodrigo De la Serna, Mía Maestro",R,7.8,83,75,36,49,"16,781,387.00",10/15/2004,4/14/2015,"South Fork Pictures, FilmFour Productions",https://www.netflix.com/watch/60034802,https://www.imdb.com/title/tt0318462,"A 23-year-old Che Guevara motorcycles across South America with friend Alberto, a trek that crystallizes the future revolutionarys political beliefs.",97028,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbm5jfzbuYuHNcjdSsOTJijXS-GWq9FZ5_OhLO2PTEjGrLnD5OfKKJ_eJTSDkjk7yaRJsLRC6mfJY058QphRgxyriA.jpg?r=e68,https://images-na.ssl-images-amazon.com/images/M/MV5BOTNmZTgyMzAtMTUwZC00NjAwLTk4MjktODllYTY5YTUwN2YwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=RWBsQArUkQY,YouTube
